# id:14-14-14 
-0.55,-0.04,0.19490880005191
0.67,-0.68,-0.67251122866152
-0.05,0.42,0.41863724990429
-0.34,-0.08,0.12684795637248
-0.1,0.89,0.76485520917856
-0.84,0.53,1.1507151539035
-0.04,-0.35,-0.184459998458
-0.96,0.32,1.3151473636686
0.09,0.92,0.66695219057129
0.93,-0.95,0.05329446053217
0.02,0.4,0.57151775463665
0.21,0.22,0.14264589032213
0.63,0.41,0.69951450413033
0.91,0.2,1.330417345839
-0.99,0.74,1.5833744049299
0.91,-0.78,-0.34867473702451
-0.84,0.89,1.2488178304768
0.92,-0.28,0.67879614417019
0.9,-0.3,0.44599086739337
0.69,0.04,0.42515469561966
-0.56,-0.84,-0.42222409284107
-0.08,0.13,0.38296981509704
0.21,0.64,0.79808367776206
0.32,-0.71,-0.57118304383372
0.7,-0.97,-0.51246370197008
-0.41,-0.3,-0.15162972897017
-0.39,0.04,0.19444386547004
0.61,0.06,0.71912948347529
-0.96,1,2.5467341816681
-0.95,-0.26,0.48975705939254
0.26,0.83,0.67514913178588
0.84,-0.55,0.20117228155319
0.2,-0.2,-0.46840708884407
-0.85,0.79,1.4345361177715
0.57,0.09,0.087823644118183
0.63,0.82,1.1922421094073
0.81,-0.72,0.20476885329035
0.9,-0.77,0.22116899380661
0.58,0.04,0.38290612329428
-0.27,-0.16,-0.25531042238011
-0.88,-0.22,0.51559913913577
-0.87,0.09,1.0952721569588
0.57,-0.06,0.049395552077816
0.14,0.94,0.71164034314551
0.89,-0.02,0.68156014904712
-0.72,0.81,1.4177238125679
-0.92,0.13,0.8051383709397
0.8,-0.8,0.03930543712686
0.77,-0.3,0.63689333490766
-0.72,-0.56,0.14691533657683
0.67,0.42,0.81991211156852
0.69,-0.36,0.32115397722811
0.65,0.8,1.1364686192228
-0.36,-0.68,-0.48463015020253
-0.39,0.09,0.33098023762486
-0.29,0.86,1.1322439255843
0.76,0.56,0.95022904715291
-0.25,0.11,-0.089000196507181
-0.84,0.95,1.7884866337741
0.14,-0.73,-0.70986345428714
0.32,0.38,0.59524828470546
-0.06,-0.4,0.054976899430421
0.6,-0.12,0.21930222361953
-0.33,0.06,0.29977185089192
-0.45,0.72,0.90219157621115
-0.59,0.51,0.74506996762999
-0.85,0.38,0.91233724524313
-0.42,0.66,0.78394457592013
-0.5,0.03,0.2290250464534
0.87,0.7,1.4853284974919
0.9,-0.16,0.84291583355115
-0.62,0.86,1.2813632631708
-0.38,0.75,1.3336864904431
-0.38,0.8,0.84999687339305
0.46,-0.47,-0.17146368647467
0.45,-0.21,-0.018808913138886
0.64,-0.01,0.21449343089983
0.5,0.16,0.25719035074809
-0.58,0.51,0.7492970420552
-0.76,-0.3,-0.013244783872918
-0.9,0.04,0.96036764027016
-0.62,-0.31,0.16615917966961
-0.39,-0.89,-0.569995230707
-0.59,0.6,0.70867939740955
-0.8,-0.85,-0.29851407130665
-0.76,-0.89,-0.35204160944642
-0.09,0.18,0.42702438063203
-0.59,0.18,0.36821741008143
0.07,-0.19,-0.56139411076784
-0.58,-0.52,-0.028573427958546
0.89,0.23,0.83672889246037
-0.74,-0.59,0.1588589946342
0.43,-1,-0.41768589616132
-0.87,-0.92,-0.32881018588469
0.33,0.2,0.013561860033698
-0.44,0.65,0.46243957987948
-0.52,0.35,0.73264714357724
0.68,0.54,1.2182412033655
-0.4,0.72,0.70684776749449
-0.17,0.66,0.53513090247629
0.65,-0.47,-0.038138411858141
0.92,-0.71,0.16258670739291
0.03,0.57,0.41547007833802
-0.64,-0.85,-0.66615914867776
0.75,-0.79,-0.03730206013829
1,-0.45,0.43162438903734
0.13,-0.56,-0.5612056247317
-0.5,-0.25,-0.44787393940975
0.79,0.06,0.70844371509591
0.01,0.38,0.47139703748306
-0.3,0.38,0.46758469364103
-0.3,-0.33,-0.76963470313089
0.37,-0.95,-0.7982307193629
-0.01,-0.96,-0.88498342478367
0.3,0.2,0.39381909381879
0.33,0.35,0.48550480606159
0.53,-0.41,-0.17724186219511
0.52,0.96,1.0951225369413
-0.77,0.98,1.4924900286384
0.77,-0.93,-0.18528101049171
-0.82,0.16,0.75997594330451
0.27,0.63,0.65341941821892
-0.03,-0.9,-0.8552172634153
0.86,0.18,1.0947600046202
-0.97,0.26,1.0613511114945
-0.71,0.5,0.81576081313377
-0.4,-0.27,-0.0042815093315615
-0.51,0.26,0.40450949778707
-0.54,0.79,0.94617602823429
0.92,-0.42,0.38236304764454
0.82,-0.7,0.12770156621553
-0.61,0.84,0.97431186088333
-0.57,-0.95,-0.21811560998207
-0.31,0.69,0.80727284535656
0.7,-0.39,0.075098960432371
0.05,-0.13,-0.087190293147927
-0.53,0.67,1.3794154371923
0.96,0.81,1.6254653185263
-0.7,-0.27,-0.072944051629629
-0.47,0.72,1.0152624345912
0.25,0.43,0.30883731608087
-0.52,0.11,0.38519947768487
-0.6,-0.48,0.052518540275252
0.3,-0.1,-0.079699584042964
-0.8,0.26,0.67933377901168
-0.76,0.49,1.1857515521115
0.59,0.78,0.99128484071522
0.51,-0.52,-0.23894861585539
0.29,0.7,0.78702160586681
0.45,0.77,1.0953426557953
-0.47,-0.71,-0.5815087406413
-0.72,-0.75,-0.22343156296022
-0.98,0.92,1.6310206482309
0.79,-0.95,-0.47642992868271
-0.64,-0.23,0.11113122991132
0.88,-0.2,0.4515338277248
-0.31,0.1,0.26800900690509
-0.75,-0.26,0.30871300801291
-0.37,0.07,-0.25685779403678
0.75,-0.3,-0.025293045400756
-0.17,-0.16,-0.19604989325715
0.85,-0.85,-0.32642991914181
-0.14,0.46,0.73854540998533
0.78,-0.5,-0.10206787885768
0.66,0.45,0.79302892306635
0.19,0.56,0.64146442723612
0.09,1,1.3648147502964
