# id:10--20--10 
0.81,-0.4,-1
-0.15,-0.79,1
-0.47,0.83,-1
0.32,0.09,-1
-0.95,-0.87,-1
0.65,0.81,-1
0.69,0.53,-1
0.69,0.7,-1
-0.39,0.16,-1
0.23,0.8,-1
0.29,0.51,-1
0.86,0.18,-1
-0.89,-0.95,-1
0.25,0.93,-1
0,0.12,-1
0,1,-1
0.49,0.85,-1
-0.73,-0.55,-1
0.89,0.81,-1
-0.73,0.5,-1
-0.87,-1,-1
0.33,0.89,-1
0.69,-0.44,-1
-0.51,-0.62,1
-0.59,0.39,-1
-0.61,0.02,-1
-0.83,-0.16,-1
-0.14,0.8,-1
0.37,0.34,-1
0.94,0.08,-1
0.06,-0.44,1
-0.97,0.3,-1
0.99,-0.06,-1
-0.28,-0.7,1
0.37,0.76,-1
-0.96,-0.02,-1
0.8,0.25,-1
0.85,0.53,-1
0.61,0.18,-1
-0.9,-0.97,-1
-0.15,0.66,-1
0.73,-0.39,-1
-0.39,-0.57,1
-0.59,-0.88,1
-0.16,0.83,-1
-0.21,0.56,-1
0.06,-0.42,1
-0.18,0.66,-1
-0.74,-0.43,-1
-0.3,0.41,-1
0.12,0.34,-1
-0.62,-0.27,-1
-0.8,-0.01,-1
0.91,-0.74,-1
-0.23,-0.49,1
-0.94,-0.22,-1
-0.88,-0.66,-1
-0.65,-0.65,-1
-0.59,0.27,-1
0.68,0.08,-1
0.67,-0.95,1
-0.13,-0.97,1
-0.24,0.73,-1
-0.59,-0.5,-1
-0.2,0.88,-1
1,0.07,-1
-0.43,0.11,-1
-0.32,-0.74,1
0.85,-0.73,-1
-0.28,0.64,-1
0.26,0.68,-1
-0.42,-0.96,1
-0.89,0.47,-1
0.82,0.3,-1
0.48,-0.94,1
-0.14,0.33,-1
-0.65,-0.41,-1
0.4,0.44,-1
-0.84,0.53,-1
0.2,0.74,-1
-0.62,0.79,-1
0.98,0.94,-1
0.08,0,-1
0.47,0.79,-1
0.98,0.01,-1
0.53,0.38,-1
-0.32,-0.01,-1
-0.73,-0.99,-1
-0.58,0.67,-1
0.57,0.59,-1
0.41,0.2,-1
-0.95,0.25,-1
0.04,0.27,-1
0.28,-0.48,1
-0.9,-0.83,-1
0.62,-0.8,-1
0.56,0.15,-1
-0.65,0.2,-1
-0.35,-0.45,1
-0.7,0,-1
0.57,-0.81,1
-0.77,0.81,-1
-0.2,0.58,-1
0.98,-0.45,-1
-0.02,-0.7,1
-0.58,-0.56,-1
0,0.34,-1
0.33,-0.79,1
0.51,0.74,-1
-0.77,0.37,-1
0.24,-0.25,1
0.12,0.72,-1
0.91,-0.28,-1
-0.9,0.69,-1
-0.75,-0.77,-1
-0.97,0.62,-1
-0.3,0.53,-1
-0.49,0.47,-1
-0.85,-0.68,-1
0.36,-0.99,1
0.27,-0.17,1
0.96,0.35,-1
0.67,-0.5,-1
-0.03,0.58,-1
-0.36,0.96,-1
-0.32,-0.62,1
-0.7,0.6,-1
-0.72,-0.69,-1
-0.95,0.74,-1
-0.77,-0.99,-1
-0.48,0.02,-1
-0.24,0.02,-1
-0.12,0.58,-1
-0.77,-0.75,-1
-0.68,0.92,-1
0.01,0.03,1
-0.65,-0.86,1
-0.63,0.69,-1
-0.44,0.99,-1
0,0.56,-1
-0.01,-0.94,1
0.77,0.23,-1
-0.99,0.14,-1
-0.4,0.47,-1
0.36,-0.67,1
0.91,-0.88,-1
-0.25,-0.14,1
1,-0.57,-1
-0.45,-0.33,-1
0.61,0.92,-1
-0.8,-0.49,-1
0.51,0.85,-1
-0.34,0.61,-1
-0.96,0.49,-1
0.03,-0.91,1
0.18,0.23,-1
0.74,0.16,-1
0.46,-0.13,-1
-0.27,0.1,-1
0.48,0.74,-1
0.41,-0.6,1
-0.72,0.62,-1
-0.33,0.02,-1
0.49,-0.79,1
0.17,-0.7,1
0.8,0.33,-1
-0.83,-0.54,-1
0.05,0.58,-1
0.74,-0.58,-1
-0.27,0.68,-1
0.36,-0.87,1
-0.77,-0.91,-1
0.8,0.83,-1
-0.17,0.25,-1
-0.74,0.77,-1
-0.62,-0.81,-1
0.95,0.66,-1
0.59,-0.12,-1
0.62,-1,1
-0.88,-0.28,-1
-0.03,-0.99,1
-0.11,0.89,-1
-0.75,-0.65,-1
0.53,0.84,-1
0.1,-0.97,1
-0.68,-0.55,-1
0.88,0.3,-1
0,-0.09,1
0.11,0.39,-1
0.3,-0.01,-1
0.52,-0.12,-1
0.25,-0.45,1
-0.07,0.2,-1
-0.84,0.97,-1
-0.82,0.79,-1
-0.93,-0.03,-1
0.61,0.25,-1
0.96,0.15,-1
0.05,0.48,-1
0.56,0.77,-1
-0.94,-0.43,-1
-0.76,0.58,-1
0.58,0.84,-1
0.03,0.72,-1
-0.13,-0.8,1
0.52,-0.68,1
-0.87,0.68,-1
-0.92,0.86,-1
0.09,-0.52,1
-0.63,-0.22,-1
-0.2,-0.87,1
0.01,0.84,-1
-0.61,0.5,-1
-0.95,0.92,-1
0.51,0.77,-1
-0.09,-0.03,1
0.83,-0.4,-1
0.29,0.78,-1
-0.38,-0.94,1
-0.18,-0.99,1
-0.99,0.2,-1
-0.9,0.87,-1
0.64,-0.93,1
0.95,-0.12,-1
0.5,-0.74,1
0.67,-0.55,-1
-0.33,0.34,-1
-0.75,0.12,-1
-0.33,-0.95,1
-0.09,0.45,-1
0.43,0.88,-1
-0.95,-0.22,-1
-0.35,0.94,-1
-0.82,0.82,-1
-0.69,0.83,-1
-0.4,0.52,-1
0.37,0.09,-1
-0.72,-0.46,-1
0.97,0.89,-1
-0.57,-0.24,-1
0.03,-0.48,1
0.69,0.02,-1
0.92,0.37,-1
0.4,0.72,-1
0.51,-0.57,1
0.01,-0.69,1
0.33,0.15,-1
0.99,0.05,-1
0.08,0.38,-1
0.65,0.57,-1
0.62,-0.03,-1
-0.22,0.07,-1
0.9,0.36,-1
-0.14,-0.48,1
0.6,0.36,-1
0.01,-0.34,1
-0.14,0.36,-1
0.14,0.58,-1
-0.38,0.39,-1
0.64,0.71,-1
0.61,0.73,-1
-0.07,0.75,-1
0.97,0.46,-1
-0.02,0.77,-1
-0.35,0.51,-1
0.96,0.06,-1
0.12,-0.75,1
0.1,-0.32,1
-0.02,0.34,-1
0.12,-0.4,1
0.03,0.46,-1
0.09,-0.09,-1
-0.94,0.19,-1
0.64,-0.91,1
-0.26,-0.06,-1
-0.7,0.46,-1
0.72,-0.97,-1
-0.92,-0.95,-1
-0.12,-0.83,1
-0.23,-0.74,1
-0.23,-0.5,1
-0.13,-0.21,1
0.63,0.34,-1
-0.3,0.02,-1
-0.79,0.79,-1
-0.6,-0.45,-1
0.51,-0.49,-1
0.06,0.85,-1
-0.6,0.48,-1
0.03,-0.73,1
-0.72,0.38,-1
-0.39,-0.83,1
0.18,0.57,-1
-0.51,-0.67,1
-0.53,-0.87,1
0.86,0.08,-1
0.41,0.3,-1
0.24,0.85,-1
-0.92,-0.16,-1
